Category B Theory test revision question bank February 2025,,,,,,,,,,,,,,,,,,,,,,
Item,Topic,Answer,Stem,Mark Answer,OptionA,OptionB,OptionC,OptionD,Expl text,List Amendments,NI Exempt,Stem.gif,A.gif,B.gif,C.gif,D.gif,Stem HiRes,A HiRes,B HiRes,C HiRes,D HiRes,Cat B Book XRefs
BB1689,Motorway rules ,A,You're towing a trailer along a three-lane motorway. When may you use the right-hand lane?,Mark one answer,When there are lane closures,When there's slow-moving traffic,When you can maintain a high speed,When large vehicles are in the left and centre lanes,"If you're towing a caravan or trailer, you must not use the right-hand lane of a motorway with three or more lanes except in certain specified circumstances, such as when lanes are closed.","10/2/2015:  Removed NI EX
25/2/2015:  Re-instate NI EXEMPT after Trevor Watty contacted to advise.
29/01/2016:  Continuation question re-written for accessibility
25/7/2019:  Change following 2019 review
25/9/2024:  Remove negative contraction",NI EXEMPT,,,,,,,,,,,"DES s19, HC r265"
BB1690,Motorway rules ,B,What would you expect to find at a contraflow system on a motorway?,Mark one answer,Temporary traffic lights,Lower speed limits,Wider lanes than normal,Road humps,"When approaching a contraflow system, reduce speed in good time and obey all speed limits. You may be travelling in a narrower lane than normal, with no permanent barrier between you and the oncoming traffic. Be aware that the hard shoulder may be used for traffic and the road ahead could be obstructed by slow-moving or broken-down vehicles.","09/02/2016:  AB and BB Items edited by TSO for style
25/7/2019:  Change following 2019 review",,,,,,,,,,,,HC r290
AB2246,Rules of the road ,C,What's the meaning of this sign?,Mark one answer,Local speed limit applies,No waiting on the carriageway,National speed limit applies,No entry for vehicles,This sign does not tell you the speed limit in figures. You should know the speed limit for the type of road that you're on and the type of vehicle that you're driving or riding. Study your copy of The Highway Code.,"09/02/2016:  AB and BB Items edited by TSO for style
21/7/2020:  Text edit to explanation
23/11/2023:  Updates to cross references after new KYTS
25/9/2024:  Remove negative contraction",,AB2246.gif,,,,,TS4675.eps,,,,,"HC p126, KYTS p21"
AB2248,Rules of the road ,D,What's the national speed limit for cars and motorcycles on a dual carriageway?,Mark one answer,30 mph,50 mph,60 mph,70 mph,"Make sure that you know the speed limit for the road that you're on. The speed limit on a dual carriageway or motorway is 70 mph for cars and motorcycles, unless signs indicate otherwise. The speed limits for different types of vehicle are listed in The Highway Code.",09/02/2016:  AB and BB Items edited by TSO for style,,,,,,,,,,,,HC p48
AB2249,Rules of the road ,B,"There are no speed-limit signs on the road. In England, Scotland and Northern Ireland how is a 30 mph limit generally indicated?",Mark one answer,By hazard warning lines,By street lighting,By pedestrian islands,By double or single yellow lines,"In England, Scotland and Northern Ireland, there's a 30 mph speed limit where there are street lights unless signs show another limit. 
In Wales street lights indicate the limit is 20 mph unless signs show otherwise.","09/02/2016:  AB and BB Items edited by TSO for style
25/7/2019:  Change following 2019 review
16/8/2023:  Question updated due to introduction of 20 mph limit in Wales 17 Sept 2023.",,,,,,,,,,,,HC r124
AB2250,Rules of the road ,A,"In England, Scotland and Northern Ireland what will the speed limit usually be where you can see street lights but no speed-limit signs?",Mark one answer,30 mph,40 mph,50 mph,60 mph,"In England, Scotland and Northern Ireland the presence of street lights generally indicates that there's a 30 mph speed limit, unless signs tell you otherwise.
In Wales street lights indicate a 20 mph limit unless signs show otherwise.","29/01/2016:  Continuation question re-written for accessibility
25/7/2019:  Change following 2019 review
16/8/2023:  Question updated due to introduction of 20 mph limit in Wales 17 Sept 2023.",,,,,,,,,,,,HC r124
AB2254,Rules of the road ,C,What does this sign mean?,Mark one answer,Minimum speed 30 mph,End of maximum speed,End of minimum speed,Maximum speed 30 mph,"The red slash through the sign indicates that the restriction has ended. In this case, the restriction was a minimum speed limit of 30 mph.","09/02/2016:  AB and BB Items edited by TSO for style
23/11/2023:  Updates to cross references after new KYTS",,AB2254.gif,,,,,TS4698.eps,,,,,KYTS p23
AB2255,Rules of the road ,D,What should you do if you want to overtake a tractor but are not sure that it's safe?,Mark one answer,Follow another vehicle as it overtakes the tractor,Sound your horn to make the tractor driver pull over,"Speed past, flashing your lights at oncoming traffic",Stay behind it if you're in any doubt,"Following a tractor can be frustrating, but never overtake if you’re unsure whether it’s safe. Ask yourself: 'Can I see far enough down the road to make sure that I can complete the manoeuvre safely?' It's better to be delayed for a minute or two than to take a chance that may cause a collision.","29/01/2016:  Continuation question re-written for accessibility
25/7/2019:  Change following 2019 review
25/9/2024:  Remove negative contraction
7/2/2025:  Ensure to make sure",,,,,,,,,,,,"DES s7, HC r166"
AB2256,Rules of the road ,D,Which vehicle is most likely to take an unusual course at a roundabout?,Mark one answer,Estate car,Taxi,Delivery van,Long vehicle,Long vehicles might have to take a slightly different position when approaching the roundabout or going around it. This is to stop the rear of the vehicle cutting in and mounting the kerb.,"7/8/2015:  Amended made during the global change to 'Mark one answer'
25/7/2019:  Change following 2019 review
26/5/2023:  Option B changed to remove milk float after complaint",,,,,,,,,,,,HC r187
AB2262,Rules of the road ,A,When may you stop on a clearway?,Mark one answer,Never,When it's busy,In the rush hour,During daylight hours,"Clearways are in place so that traffic can flow without the obstruction of parked vehicles. Just one parked vehicle can cause an obstruction for all other traffic. You must not stop where a clearway is in force, not even to pick up or set down passengers. ","29/01/2016:  Continuation question re-written for accessibility
25/7/2019:  Change following 2019 review
23/11/2023:  Updates to cross references after new KYTS
25/9/2024:  Remove negative contraction",,,,,,,,,,,,KYTS p64
AB2264,Rules of the road ,B,What's the meaning of this sign?,Mark one answer,No entry,Waiting restrictions,National speed limit,School crossing patrol,"This sign indicates that there are waiting restrictions. It's normally accompanied by details of when the restrictions are in force.
Details of most signs in common use are shown in The Highway Code. For more comprehensive coverage, see Know Your Traffic Signs.","09/02/2016:  AB and BB Items edited by TSO for style
23/11/2023:  Updates to cross references after new KYTS",,AB2264.gif,,,,,TS4690.eps,,,,,KYTS p63
AB2268,Rules of the road ,A,You're looking for somewhere to park at night. When may you park on the right-hand side of the road?,Mark one answer,When you're in a one-way street,When you have your sidelights on,When you're more than 10 metres (32 feet) from a junction,When you're under a lamppost,"Red rear reflectors show up when headlights shine on them. These are useful when you're parked at night, but they'll only reflect if you park in the same direction as the traffic flow. Normally you should park on the left, but in a one-way street you may also park on the right-hand side of the road.","29/01/2016:  Continuation question re-written for accessibility
25/7/2019:  Change following 2019 review
24/1/2020:  Stem reworded to work better for both car and motorcycle tests",,,,,,,,,,,,DES s13
AB2269,Rules of the road ,B,When should you use the right-hand lane of a three-lane dual carriageway?,Mark one answer,When you're overtaking only,When you're overtaking or turning right,When you're using cruise control,When you're turning right only,"You should normally use the left-hand lane on any dual carriageway unless you're overtaking or turning right. 
When overtaking on a dual carriageway, look for vehicles ahead that are turning right. They may be slowing or stopped. You need to see them in good time so that you can take appropriate action.
","29/01/2016:  Continuation question re-written for accessibility
25/7/2019:  Change following 2019 review",,,,,,,,,,,,"DES s11, HC r137–138"
AB2272,Rules of the road ,A,"You're approaching a busy junction. What should you do when, at the last moment, you realise you're in the wrong lane?",Mark one answer,Continue in that lane,Force your way into the lane you need,Stop until the area has cleared,Use arm signals to help you change lane,"There are times when road markings are obscured by queuing traffic, or you're unsure which lane to use. If, at the last moment, you find you're in the wrong lane, do not cut across or bully other drivers to let you in. Follow the lane you’re in and find somewhere safe to turn around and rejoin your route.","29/01/2016:  Continuation question re-written for accessibility
25/7/2019:  Change following 2019 review
25/9/2024:  Remove negative contraction",,,,,,,,,,,,"DES s5, 9"
